,allStar,ast,ast_pct,blk,blk_pct,bpm,class,conf_abbr,dbpm,def_rtg,drb,drb_pct,dws,efg_pct,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,obpm,off_rtg,orb,orb_pct,ows,per,pf,pick_overall,player,pos,pprod,pts,round,school_name,season,stl,stl_pct,tov,tov_pct,trb,trb_pct,ts_pct,usg_pct,ws,year_drafted,pts_pg,fg_p,fg2_p,fg3_p,ft_p,trb_p,ast_p,stl_p,blk_p
66,0.0,177.0,35.93333333333333,2.0,0.6333333333333334,7.400000000000001,,,2.9,97.90000000000002,81.0,14.800000000000002,1.2666666666666666,0.521,144.66666666666666,69.0,163.66666666666666,75.66666666666667,186.0,349.6666666666667,111.33333333333333,131.0,29.0,996.3333333333334,4.1,114.09999999999998,16.333333333333332,6.0,2.8000000000000003,21.2,62.666666666666664,38,Travis Diener,,425.0,476.3333333333333,2,,,39.666666666666664,1.8999999999999997,67.66666666666667,14.266666666666666,97.33333333333333,7.766666666666667,0.5766666666666667,26.5,4.133333333333333,2005,16.42528735632184,0.4137273593898951,0.42158859470468435,0.40681003584010683,0.8498727735304081,3.3563218390804597,6.103448275862069,1.367816091954023,0.06896551724137931
67,0.0,42.0,13.55,6.5,1.3,7.4,,,2.9,97.9,55.5,14.8,0.6,0.504,107.0,53.0,116.0,54.0,148.0,264.0,39.5,59.0,30.5,659.0,4.1,114.1,11.0,6.0,1.05,21.2,41.5,39,Von Wafer,,425.0,307.5,2,,,27.0,1.9,42.5,12.65,66.5,8.35,0.522,23.65,1.7,2005,10.081967213114755,0.4053030303030303,0.45689655172413796,0.3648648648623996,0.6694915254123815,2.180327868852459,1.3770491803278688,0.8852459016393442,0.21311475409836064
68,0.0,68.0,16.099999999999998,15.666666666666666,1.4333333333333333,7.400000000000001,,,2.9,97.90000000000002,106.66666666666667,14.800000000000002,1.3333333333333333,0.48666666666666664,156.33333333333334,94.33333333333333,209.0,62.0,177.33333333333334,386.3333333333333,124.66666666666667,160.66666666666666,28.333333333333332,1011.6666666666666,4.1,114.09999999999998,37.666666666666664,6.0,2.1333333333333333,21.2,52.0,47,Bracey Wright,,425.0,499.3333333333333,2,,,26.333333333333332,1.8999999999999997,66.0,12.533333333333333,144.33333333333334,9.299999999999999,0.5413333333333333,26.366666666666664,3.4333333333333336,2005,17.623529411764707,0.4046591889559966,0.4513556618819776,0.34962406014840436,0.7759336099536769,5.094117647058824,2.4,0.9294117647058824,0.5529411764705883
69,0.0,77.66666666666667,13.666666666666666,11.333333333333334,1.3,7.400000000000001,,,2.9,97.90000000000002,179.66666666666666,14.800000000000002,1.8999999999999997,0.5433333333333333,217.33333333333334,190.33333333333334,349.0,27.0,75.66666666666667,424.6666666666667,140.33333333333334,169.66666666666666,30.666666666666668,1107.0,4.1,114.09999999999998,100.33333333333333,6.0,3.733333333333333,21.2,60.333333333333336,50,Ryan Gomes,,425.0,602.0,2,,,49.333333333333336,1.8999999999999997,76.66666666666667,13.299999999999999,280.0,12.799999999999999,0.5966666666666667,24.166666666666668,5.633333333333333,2005,19.630434782608695,0.5117739403453689,0.5453677172874881,0.3568281938278833,0.8271119842780329,9.130434782608695,2.532608695652174,1.608695652173913,0.3695652173913044
70,0.0,76.0,17.1,7.0,1.35,7.4,,,2.9,97.9,71.0,14.8,1.4500000000000002,0.5065,80.0,48.0,99.0,32.0,94.5,193.5,42.0,57.0,21.0,619.5,4.1,114.1,26.5,6.0,0.9,21.2,65.5,53,Orien Greene,,425.0,234.0,2,,,54.0,1.9,61.0,21.1,97.5,10.55,0.538,22.049999999999997,2.3,2005,11.142857142857142,0.4134366925064599,0.48484848484848486,0.3386243386207553,0.7368421052502309,4.642857142857143,3.619047619047619,2.5714285714285716,0.3333333333333333
71,0.0,68.0,15.4,9.333333333333334,1.2,7.400000000000001,,,2.9,97.90000000000002,112.33333333333333,14.800000000000002,0.8666666666666666,0.5263333333333333,161.33333333333334,121.33333333333333,238.33333333333334,40.0,106.33333333333333,344.6666666666667,74.33333333333333,96.0,28.0,919.3333333333334,4.1,114.09999999999998,45.333333333333336,6.0,2.0333333333333337,21.2,58.0,54,Dijon Thompson,,425.0,437.0,2,,,36.0,1.8999999999999997,81.33333333333333,17.3,157.66666666666666,11.033333333333333,0.5593333333333333,24.8,2.9,2005,15.607142857142858,0.46808510638297873,0.509090909090909,0.376175548585804,0.7743055555474898,5.6309523809523805,2.4285714285714284,1.2857142857142858,0.33333333333333337
72,0.0,49.0,10.1,22.0,1.5,7.4,,,2.9,97.9,220.5,14.8,3.1500000000000004,0.5,173.0,161.0,319.0,12.0,40.5,359.5,166.0,257.5,31.0,1002.5,4.1,114.1,106.5,6.0,2.15,21.2,68.5,55,Lawrence Roberts,,425.0,524.0,2,,,46.5,1.9,80.0,14.25,327.0,17.799999999999997,0.5455,26.75,5.35,2005,16.903225806451612,0.4812239221140473,0.5047021943573667,0.29629629628898035,0.6446601941722537,10.548387096774194,1.5806451612903225,1.5,0.7096774193548387
73,0.0,83.0,15.1,12.666666666666666,1.5,7.400000000000001,,,2.9,97.90000000000002,119.66666666666667,14.800000000000002,1.0,0.518,149.66666666666666,109.66666666666667,230.33333333333334,40.0,97.33333333333333,327.6666666666667,85.0,103.33333333333333,29.333333333333332,1007.6666666666666,4.1,114.09999999999998,45.333333333333336,6.0,1.9666666666666666,21.2,55.666666666666664,60,Alex Acker,,425.0,424.3333333333333,2,,,44.333333333333336,1.8999999999999997,76.66666666666667,17.133333333333333,165.0,10.5,0.5636666666666666,22.666666666666668,2.966666666666667,2005,14.465909090909092,0.45676500508646994,0.4761215629522431,0.41095890410536684,0.8225806451533298,5.625,2.8295454545454546,1.5113636363636365,0.4318181818181818
74,0.0,62.666666666666664,14.266666666666666,11.666666666666666,1.5,7.400000000000001,,,2.9,97.90000000000002,120.33333333333333,14.800000000000002,1.1666666666666667,0.553,223.0,180.33333333333334,327.0,42.666666666666664,116.0,443.0,133.66666666666666,175.66666666666666,31.666666666666668,969.3333333333334,4.1,114.09999999999998,41.333333333333336,6.0,3.466666666666667,21.2,54.666666666666664,3,Adam Morrison,,425.0,622.3333333333334,1,,,22.0,1.8999999999999997,54.666666666666664,9.633333333333335,161.66666666666666,10.466666666666667,0.5886666666666666,24.166666666666668,4.699999999999999,2006,19.652631578947368,0.5033860045146726,0.5514780835881754,0.36781609195085213,0.7609108159349474,5.105263157894736,1.9789473684210526,0.6947368421052631,0.3684210526315789
75,0.0,29.75,7.725,105.5,5.775,7.4,,,2.9,97.9,203.75,14.8,4.2,0.56675,171.75,170.75,297.5,1.0,3.0,300.5,137.5,198.0,34.75,975.75,4.1,114.1,111.75,6.0,3.0749999999999997,21.2,108.0,5,Shelden Williams,,425.0,482.0,1,,,40.25,1.9,80.25,17.4,315.5,16.35,0.6042500000000001,23.500000000000004,7.2749999999999995,2006,13.870503597122303,0.5715474209650583,0.5739495798319327,0.3333333332222222,0.6944444444409372,9.079136690647482,0.8561151079136691,1.158273381294964,3.035971223021583
76,0.0,104.0,20.6,13.0,1.125,7.4,,,2.9,97.9,111.0,14.8,2.1,0.455,170.5,117.25,266.0,53.25,161.75,427.75,97.25,124.5,32.75,1024.0,4.1,114.1,45.25,6.0,1.1749999999999998,21.2,89.75,7,Randy Foye,,425.0,491.5,1,,,49.5,1.9,94.5,16.9,156.25,9.1,0.49950000000000006,26.974999999999998,3.2750000000000004,2006,15.007633587786259,0.3985973115137347,0.4407894736842105,0.3292117465203758,0.7811244979856937,4.770992366412214,3.1755725190839694,1.5114503816793894,0.3969465648854962
77,0.0,19.0,12.7,73.5,1.8,7.4,,,2.9,97.9,136.5,14.8,2.6,0.5545,120.5,120.5,217.5,0.0,0.0,217.5,61.5,89.5,26.0,632.5,4.1,114.1,67.5,6.0,1.75,21.2,81.5,9,Patrick O'Bryant,,425.0,302.5,1,,,23.0,1.9,50.0,16.2,204.0,11.0,0.582,22.9,4.3,2006,11.634615384615385,0.5540229885057472,0.5540229885057472,0.0,0.6871508379811492,7.846153846153846,0.7307692307692307,0.8846153846153846,2.826923076923077
78,0.0,76.5,12.6,2.25,0.55,7.4,,,2.9,97.9,77.25,14.8,1.25,0.55,206.25,92.0,195.0,114.25,281.5,476.5,165.5,181.5,34.75,1183.0,4.1,114.1,16.5,6.0,4.575,21.2,56.5,11,J.J. Redick,,425.0,692.25,1,,,38.0,1.9,74.0,11.725000000000001,93.75,6.075,0.61275,24.674999999999997,5.875,2006,19.92086330935252,0.43284365162644284,0.4717948717948718,0.40586145648168437,0.9118457300225243,2.697841726618705,2.2014388489208634,1.0935251798561152,0.06474820143884892
79,0.0,99.66666666666667,21.666666666666668,16.333333333333332,1.2333333333333334,7.400000000000001,,,2.9,97.90000000000002,100.66666666666667,14.800000000000002,2.466666666666667,0.512,164.33333333333334,129.66666666666666,253.66666666666666,34.666666666666664,102.0,355.6666666666667,108.66666666666667,162.0,30.0,991.3333333333334,4.1,114.09999999999998,50.0,6.0,2.1,21.2,51.0,14,Ronnie Brewer,,425.0,472.0,1,,,72.0,1.8999999999999997,67.66666666666667,14.0,150.66666666666666,8.9,0.544,24.833333333333332,4.566666666666667,2006,15.733333333333333,0.4620431115276476,0.5111695137976346,0.33986928104241954,0.6707818929999747,5.022222222222222,3.3222222222222224,2.4,0.5444444444444444
80,0.0,38.75,11.75,32.75,2.125,7.4,,,2.9,97.9,112.0,14.8,2.425,0.50675,164.75,93.0,198.75,71.75,198.0,396.75,74.0,103.25,33.25,917.5,4.1,114.1,50.75,6.0,1.7000000000000002,21.2,70.0,16,Rodney Carney,,425.0,475.25,1,,,33.5,1.9,47.75,10.125,162.75,11.15,0.53225,23.725,4.1,2006,14.293233082706767,0.4152488972904852,0.4679245283018868,0.3623737373719072,0.716707021784826,4.894736842105263,1.1654135338345866,1.0075187969924813,0.9849624060150376
81,0.0,67.0,12.7,49.0,1.8,7.4,,,2.9,97.9,160.0,14.8,3.7,0.48,156.0,108.0,221.0,48.0,154.0,375.0,114.0,145.0,36.0,1002.0,4.1,114.1,62.0,6.0,1.7,21.2,105.0,17,Shawne Williams,,425.0,474.0,1,,,50.0,1.9,81.0,15.4,222.0,11.0,0.534,22.9,5.3,2006,13.166666666666666,0.416,0.48868778280542985,0.31168831168628774,0.786206896546302,6.166666666666667,1.8611111111111112,1.3888888888888888,1.3611111111111112
82,0.0,58.666666666666664,16.73333333333333,37.333333333333336,3.8333333333333335,7.400000000000001,,,2.9,97.90000000000002,109.33333333333333,14.800000000000002,2.4666666666666663,0.5579999999999999,105.66666666666667,100.33333333333333,172.66666666666666,5.333333333333333,18.333333333333332,191.0,40.333333333333336,75.66666666666667,34.666666666666664,731.0,4.1,114.09999999999998,74.0,6.0,1.4000000000000001,21.2,73.0,20,Renaldo Balkman,,425.0,257.0,1,,,41.0,1.8999999999999997,57.333333333333336,20.46666666666667,183.33333333333334,14.866666666666665,0.557,20.53333333333333,3.8666666666666667,2006,7.413461538461539,0.5532286212914486,0.581081081081081,0.29090909089322314,0.533039647570048,5.288461538461539,1.6923076923076923,1.1826923076923077,1.076923076923077
83,0.0,85.5,19.299999999999997,6.5,1.2,7.4,,,2.9,97.9,68.5,14.8,2.2,0.45999999999999996,90.5,84.0,181.5,6.5,20.0,201.5,84.0,114.0,28.5,762.0,4.1,114.1,41.0,6.0,1.05,21.2,74.0,24,Kyle Lowry,,425.0,271.5,1,,,54.0,1.9,55.0,17.700000000000003,109.5,9.65,0.5205,21.65,3.25,2006,9.526315789473685,0.4491315136476427,0.4628099173553719,0.32499999998375,0.7368421052566944,3.8421052631578947,3.0,1.894736842105263,0.22807017543859648
84,0.0,62.666666666666664,13.533333333333333,3.6666666666666665,0.3,7.400000000000001,,,2.9,97.90000000000002,76.66666666666667,14.800000000000002,0.9333333333333332,0.5106666666666667,138.66666666666666,102.0,202.66666666666666,36.666666666666664,100.66666666666667,303.3333333333333,80.33333333333333,96.66666666666667,32.333333333333336,904.0,4.1,114.09999999999998,33.0,6.0,1.9333333333333336,21.2,61.333333333333336,25,Shannon Brown,,425.0,394.3333333333333,1,,,41.333333333333336,1.8999999999999997,65.66666666666667,16.366666666666667,109.66666666666667,7.666666666666667,0.5576666666666666,23.53333333333333,2.8666666666666667,2006,12.195876288659793,0.45714285714285713,0.5032894736842105,0.3642384105924082,0.8310344827500237,3.3917525773195876,1.938144329896907,1.2783505154639174,0.11340206185567009
85,0.0,171.0,33.65,6.0,0.4,7.4,,,2.9,97.9,78.5,14.8,1.6,0.477,146.0,97.5,210.5,48.5,145.5,356.0,100.0,131.5,33.0,1061.0,4.1,114.1,19.5,6.0,1.6,21.2,70.0,26,Jordan Farmar,,425.0,440.5,1,,,41.0,1.9,124.0,23.0,98.0,5.65,0.5275000000000001,26.15,3.25,2006,13.348484848484848,0.4101123595505618,0.46318289786223277,0.3333333333310424,0.7604562737584757,2.9696969696969697,5.181818181818182,1.2424242424242424,0.18181818181818182
86,0.0,45.25,10.925,9.75,1.125,7.4,,,2.9,97.9,81.25,14.8,0.8499999999999999,0.5165,130.75,80.25,163.25,50.5,133.0,296.25,76.5,98.75,31.0,794.0,4.1,114.1,24.75,6.0,1.95,21.2,60.0,28,Maurice Ager,,425.0,388.5,1,,,15.5,1.9,52.5,13.125,106.0,8.6,0.5549999999999999,25.05,2.7750000000000004,2006,12.53225806451613,0.4413502109704641,0.49157733537519144,0.3796992481174459,0.7746835442959525,3.4193548387096775,1.4596774193548387,0.5,0.31451612903225806
87,0.0,99.5,20.150000000000002,7.25,0.8500000000000001,7.4,,,2.9,97.9,103.5,14.8,2.9499999999999997,0.44899999999999995,179.5,134.0,293.5,45.5,156.0,449.5,75.25,120.5,31.25,1170.75,4.1,114.1,38.75,6.0,0.375,21.2,71.25,29,Mardy Collins,,425.0,479.75,1,,,72.5,1.9,63.75,11.175,142.25,7.925000000000001,0.47225000000000006,25.325000000000003,3.3249999999999997,2006,15.352,0.39933259176863184,0.4565587734241908,0.291666666664797,0.6244813277956475,4.552,3.184,2.32,0.232
88,0.0,88.33333333333333,19.566666666666666,19.333333333333332,1.5333333333333332,7.400000000000001,,,2.9,97.90000000000002,110.33333333333333,14.800000000000002,2.1999999999999997,0.49833333333333335,119.0,85.66666666666667,168.66666666666666,33.333333333333336,96.0,264.6666666666667,91.33333333333333,111.66666666666667,31.0,907.0,4.1,114.09999999999998,34.333333333333336,6.0,1.9333333333333336,21.2,71.66666666666667,31,James White,,425.0,362.6666666666667,2,,,30.0,1.8999999999999997,66.66666666666667,17.96666666666667,144.66666666666666,9.6,0.5569999999999999,20.4,4.1000000000000005,2006,11.698924731182796,0.44962216624685136,0.507905138339921,0.3472222222186053,0.8179104477538693,4.666666666666666,2.8494623655913975,0.967741935483871,0.6236559139784946
89,0.0,30.75,9.175,2.25,0.625,7.4,,,2.9,97.9,100.75,14.8,0.775,0.63275,121.25,32.75,74.0,88.5,192.0,266.0,60.75,65.25,31.5,850.25,4.1,114.1,30.25,6.0,3.2750000000000004,21.2,63.25,32,Steve Novak,,425.0,391.75,2,,,16.0,1.9,33.75,10.4,131.0,9.55,0.6692499999999999,20.875,4.075,2006,12.436507936507937,0.4558270676691729,0.44256756756756754,0.4609374999975993,0.931034482744352,4.158730158730159,0.9761904761904762,0.5079365079365079,0.07142857142857142
90,0.0,44.5,11.425,21.75,2.025,7.4,,,2.9,97.9,158.25,14.8,1.775,0.5335,153.5,150.25,273.5,3.25,12.0,285.5,119.25,156.25,32.5,837.25,4.1,114.1,69.25,6.0,2.7,21.2,86.0,34,Paul Davis,,425.0,429.5,2,,,36.5,1.9,67.5,15.825,227.5,17.1,0.5880000000000001,26.724999999999998,4.45,2006,13.215384615384615,0.5376532399299475,0.5493601462522852,0.27083333331076387,0.7631999999951156,7.0,1.3692307692307693,1.123076923076923,0.6692307692307692
91,0.0,56.666666666666664,13.133333333333335,7.666666666666667,0.6,7.400000000000001,,,2.9,97.90000000000002,149.0,14.800000000000002,2.533333333333333,0.53,146.0,145.33333333333334,276.0,0.6666666666666666,1.3333333333333333,277.3333333333333,97.0,136.33333333333334,29.0,839.3333333333334,4.1,114.09999999999998,89.0,6.0,2.066666666666667,21.2,72.66666666666667,35,P.J. Tucker,,425.0,389.6666666666667,2,,,38.666666666666664,1.8999999999999997,63.666666666666664,15.033333333333333,238.0,15.633333333333335,0.5723333333333332,23.333333333333332,4.566666666666667,2006,13.436781609195403,0.5264423076923077,0.5265700483091788,0.49999999962499997,0.7114914425375686,8.206896551724139,1.954022988505747,1.3333333333333333,0.26436781609195403
92,0.0,61.25,11.849999999999998,25.0,1.6,7.4,,,2.9,97.9,181.25,14.8,2.5500000000000003,0.5627500000000001,230.25,226.25,395.75,4.0,16.75,412.5,122.75,191.0,32.5,1103.75,4.1,114.1,97.25,6.0,3.275,21.2,93.5,36,Craig Smith,,425.0,587.25,2,,,41.75,1.9,73.25,12.674999999999999,278.5,12.725,0.58325,24.95,5.8500000000000005,2006,18.06923076923077,0.5581818181818182,0.5716993051168667,0.23880597013499666,0.6426701570646981,8.569230769230769,1.8846153846153846,1.2846153846153847,0.7692307692307693
93,0.0,38.25,8.65,14.75,1.375,7.4,,,2.9,97.9,90.25,14.8,1.475,0.5235,106.0,89.75,167.5,16.25,44.25,211.75,78.25,110.75,31.25,753.25,4.1,114.1,64.0,6.0,1.525,21.2,109.75,37,Bobby Jones,,425.0,306.5,2,,,33.5,1.9,42.0,13.575,154.25,11.774999999999999,0.5702499999999999,18.325,3.0500000000000003,2006,9.808,0.500590318772137,0.5358208955223881,0.3672316384097801,0.7065462753886542,4.936,1.224,1.072,0.472
94,0.0,37.0,7.4750000000000005,34.75,2.8499999999999996,7.4,,,2.9,97.9,166.5,14.8,3.75,0.61925,133.5,132.0,211.75,1.5,4.5,216.25,77.25,112.5,34.25,929.25,4.1,114.1,89.25,6.0,2.8,21.2,89.0,41,James Augustine,,425.0,345.75,2,,,35.25,1.9,49.75,15.825,255.75,16.55,0.6385000000000001,17.7,6.575000000000001,2006,10.094890510948906,0.6173410404624278,0.6233766233766234,0.33333333325925923,0.686666666660563,7.467153284671533,1.0802919708029197,1.0291970802919708,1.0145985401459854
95,0.0,118.5,20.25,10.0,0.6,7.4,,,2.9,97.9,94.5,14.8,2.2,0.533,147.0,59.5,132.0,87.5,226.0,358.0,86.0,116.0,34.0,1123.0,4.1,114.1,28.0,6.0,2.45,21.2,83.5,42,Daniel Gibson,,425.0,467.5,2,,,52.0,1.9,82.5,16.75,122.5,6.1,0.567,21.799999999999997,4.65,2006,13.75,0.4106145251396648,0.45075757575757575,0.3871681415912072,0.7413793103384364,3.6029411764705883,3.485294117647059,1.5294117647058822,0.29411764705882354
96,0.0,21.333333333333332,8.433333333333332,22.0,2.3333333333333335,7.400000000000001,,,2.9,97.90000000000002,107.66666666666667,14.800000000000002,1.4333333333333333,0.525,102.0,98.0,183.33333333333334,4.0,13.0,196.33333333333334,92.0,138.0,30.666666666666668,645.0,4.1,114.09999999999998,53.0,6.0,1.5666666666666667,21.2,89.33333333333333,45,Alexander Johnson,,425.0,300.0,2,,,27.0,1.8999999999999997,79.33333333333333,23.5,160.66666666666666,14.633333333333333,0.5646666666666667,25.5,3.033333333333333,2006,9.782608695652174,0.5195246179966044,0.5345454545454545,0.30769230766863903,0.6666666666618358,5.239130434782608,0.6956521739130435,0.8804347826086956,0.717391304347826
97,0.0,168.5,26.975,1.75,0.125,7.4,,,2.9,97.9,85.75,14.8,2.3,0.525,159.5,84.75,170.25,74.75,207.75,378.0,59.25,81.75,34.25,1174.5,4.1,114.1,26.25,6.0,2.0250000000000004,21.2,63.75,46,Dee Brown,,425.0,453.0,2,,,57.75,1.9,73.5,14.925,112.0,5.775,0.547,21.65,4.3,2006,13.226277372262773,0.421957671957672,0.4977973568281938,0.3598074608887615,0.7247706421929692,3.27007299270073,4.91970802919708,1.686131386861314,0.051094890510948905
98,0.0,10.0,5.425000000000001,25.25,2.95,7.4,,,2.9,97.9,69.25,14.8,0.9999999999999999,0.5732499999999999,56.25,56.0,97.5,0.25,0.25,97.75,47.75,80.75,28.25,570.5,4.1,114.1,44.5,6.0,0.9750000000000001,21.2,68.5,50,Ryan Hollins,,425.0,160.5,2,,,6.25,1.9,39.0,22.875,113.75,12.25,0.586,17.375,1.975,2006,5.68141592920354,0.5754475703324808,0.5743589743589743,0.9999999959999999,0.5913312693425222,4.0265486725663715,0.35398230088495575,0.22123893805309736,0.8938053097345132
99,0.0,64.75,13.0,21.25,1.5,7.4,,,2.9,97.9,96.75,14.8,2.1,0.52475,187.5,168.75,315.5,18.75,60.25,375.75,60.75,86.25,32.5,902.25,4.1,114.1,79.75,6.0,1.7000000000000002,21.2,65.75,54,Hassan Adams,,425.0,454.5,2,,,59.5,1.9,63.75,13.350000000000001,176.5,10.825,0.5475,24.65,3.8,2006,13.984615384615385,0.499001996007984,0.53486529318542,0.3112033194969095,0.7043478260787901,5.430769230769231,1.9923076923076923,1.8307692307692307,0.6538461538461539
100,0.0,63.666666666666664,13.199999999999998,17.666666666666668,1.6333333333333335,7.400000000000001,,,2.9,97.90000000000002,87.0,14.800000000000002,1.9333333333333336,0.5166666666666667,143.0,123.0,230.66666666666666,20.0,65.0,295.6666666666667,67.66666666666667,90.66666666666667,29.666666666666668,828.3333333333334,4.1,114.09999999999998,48.333333333333336,6.0,1.5999999999999999,21.2,61.333333333333336,58,J.R. Pinnock,,425.0,373.6666666666667,2,,,54.666666666666664,1.8999999999999997,58.333333333333336,14.9,135.33333333333334,10.633333333333333,0.5509999999999999,22.933333333333334,3.533333333333333,2006,12.595505617977528,0.4836527621195039,0.5332369942196532,0.30769230768757394,0.7463235294035332,4.561797752808989,2.1460674157303368,1.842696629213483,0.5955056179775281
101,0.0,154.66666666666666,20.1,3.3333333333333335,0.7999999999999999,7.400000000000001,,,2.9,97.90000000000002,77.66666666666667,14.800000000000002,1.4666666666666668,0.4716666666666667,131.0,97.66666666666667,219.66666666666666,33.333333333333336,91.33333333333333,311.0,64.0,89.0,31.0,1064.3333333333333,4.1,114.09999999999998,18.0,6.0,0.9666666666666667,21.2,50.333333333333336,60,Will Blalock,,425.0,359.3333333333333,2,,,59.0,1.8999999999999997,78.66666666666667,18.666666666666668,95.66666666666667,6.966666666666666,0.507,19.400000000000002,2.4666666666666663,2006,11.591397849462364,0.4212218649517685,0.4446130500758726,0.3649635036456391,0.7191011235874258,3.0860215053763445,4.989247311827957,1.903225806451613,0.10752688172043011
102,0.0,21.0,12.7,105.0,1.8,7.4,,,2.9,97.9,193.0,14.8,4.6,0.616,189.0,189.0,307.0,0.0,0.0,307.0,123.0,196.0,32.0,925.0,4.1,114.1,113.0,6.0,3.6,21.2,87.0,1,Greg Oden,,425.0,501.0,1,,,18.0,1.9,64.0,13.8,306.0,11.0,0.626,22.9,8.2,2007,15.65625,0.6156351791530945,0.6156351791530945,0.0,0.6275510204049615,9.5625,0.65625,0.5625,3.28125
103,0.0,238.0,12.7,10.0,1.8,7.4,,,2.9,97.9,107.0,14.8,3.4,0.552,160.0,139.0,240.0,21.0,69.0,309.0,100.0,144.0,39.0,1231.0,4.1,114.1,27.0,6.0,2.7,21.2,60.0,4,Mike Conley,,425.0,441.0,1,,,87.0,1.9,86.0,18.6,134.0,11.0,0.584,22.9,6.1,2007,11.307692307692308,0.517799352750809,0.5791666666666667,0.3043478260825457,0.6944444444396219,3.4358974358974357,6.102564102564102,2.230769230769231,0.2564102564102564
104,0.0,106.0,20.766666666666666,42.333333333333336,2.9333333333333336,7.400000000000001,,,2.9,97.90000000000002,149.0,14.800000000000002,2.3666666666666667,0.5313333333333333,161.66666666666666,132.0,248.66666666666666,29.666666666666668,82.66666666666667,331.3333333333333,93.33333333333333,133.33333333333334,34.0,1129.3333333333333,4.1,114.09999999999998,72.33333333333333,6.0,2.5,21.2,84.66666666666667,5,Jeff Green,,425.0,446.3333333333333,1,,,30.666666666666668,1.8999999999999997,85.66666666666667,17.833333333333332,221.33333333333334,12.699999999999998,0.5643333333333334,24.033333333333335,4.8999999999999995,2007,13.127450980392156,0.4879275653923541,0.5308310991957105,0.3588709677375943,0.6999999999947499,6.509803921568627,3.1176470588235294,0.9019607843137255,1.2450980392156863
105,0.0,100.0,16.566666666666666,14.666666666666666,1.3333333333333333,7.400000000000001,,,2.9,97.90000000000002,109.66666666666667,14.800000000000002,2.2,0.5406666666666666,142.33333333333334,109.33333333333333,204.0,33.0,92.66666666666667,296.6666666666667,90.66666666666667,128.0,36.0,979.6666666666666,4.1,114.09999999999998,46.666666666666664,6.0,2.1666666666666665,21.2,80.66666666666667,7,Corey Brewer,,425.0,408.3333333333333,1,,,58.666666666666664,1.8999999999999997,84.33333333333333,19.23333333333333,156.33333333333334,9.733333333333333,0.5716666666666667,21.566666666666666,4.366666666666666,2007,11.342592592592592,0.4797752808988764,0.5359477124183006,0.3561151079098261,0.7083333333277996,4.342592592592593,2.7777777777777777,1.6296296296296295,0.4074074074074074
106,0.0,60.0,14.0,54.0,4.3,7.4,,,2.9,97.9,136.0,14.8,2.4,0.5329999999999999,193.0,192.0,360.0,1.0,3.0,363.0,74.0,98.0,31.0,896.0,4.1,114.1,61.0,6.0,2.0,21.2,70.0,10,Spencer Hawes,,425.0,461.0,1,,,16.0,1.9,78.0,16.0,197.0,13.2,0.563,25.8,4.4,2007,14.870967741935484,0.5316804407713499,0.5333333333333333,0.3333333332222222,0.7551020408086214,6.354838709677419,1.935483870967742,0.5161290322580645,1.7419354838709677
107,0.0,136.25,22.450000000000003,0.5,0.925,7.4,,,2.9,97.9,80.75,14.8,1.4249999999999998,0.49925,151.25,122.75,244.75,28.5,79.75,324.5,86.25,113.5,30.5,940.0,4.1,114.1,14.0,6.0,1.975,21.2,80.75,11,Acie Law,,425.0,417.25,1,,,39.0,1.9,74.75,17.125,94.75,8.275,0.5395,23.549999999999997,3.425,2007,13.680327868852459,0.4661016949152542,0.501532175689479,0.3573667711553935,0.7599118942664325,3.1065573770491803,4.467213114754099,1.278688524590164,0.01639344262295082
108,0.0,63.0,12.7,12.0,1.8,7.4,,,2.9,97.9,79.0,14.8,1.5,0.531,177.0,138.0,277.0,39.0,93.0,370.0,52.0,70.0,31.0,917.0,4.1,114.1,72.0,6.0,1.8,21.2,61.0,12,Thaddeus Young,,425.0,445.0,1,,,39.0,1.9,67.0,14.2,151.0,11.0,0.552,22.9,3.3,2007,14.35483870967742,0.4783783783783784,0.4981949458483754,0.4193548387051682,0.7428571428465306,4.870967741935484,2.032258064516129,1.2580645161290323,0.3870967741935484
109,0.0,71.0,16.3,45.5,3.9000000000000004,7.4,,,2.9,97.9,150.5,14.8,3.5500000000000003,0.5585,157.0,155.5,275.0,1.5,8.0,283.0,53.5,90.5,35.5,855.5,4.1,114.1,74.5,6.0,1.8,21.2,74.0,13,Julian Wright,,425.0,369.0,1,,,43.0,1.9,77.5,19.4,225.0,14.15,0.5655,22.75,5.4,2007,10.394366197183098,0.5547703180212014,0.5654545454545454,0.1874999999765625,0.591160220987943,6.338028169014085,2.0,1.2112676056338028,1.2816901408450705
110,0.0,21.75,9.024999999999999,18.5,1.95,7.4,,,2.9,97.9,95.75,14.8,1.175,0.55375,136.5,120.75,222.5,15.75,36.0,258.5,91.5,130.5,31.0,680.75,4.1,114.1,64.5,6.0,2.2,21.2,70.0,14,Al Thornton,,425.0,380.25,1,,,25.75,1.9,53.75,14.825000000000001,160.25,13.725,0.5760000000000001,26.674999999999997,3.375,2007,12.266129032258064,0.528046421663443,0.5426966292134832,0.4374999999878473,0.7011494252819835,5.169354838709677,0.7016129032258065,0.8306451612903226,0.5967741935483871
