,allStar,ast,ast_pct,blk,blk_pct,bpm,class,conf_abbr,dbpm,def_rtg,drb,drb_pct,dws,efg_pct,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,obpm,off_rtg,orb,orb_pct,ows,per,pf,pick_overall,player,pos,pprod,pts,round,school_name,season,stl,stl_pct,tov,tov_pct,trb,trb_pct,ts_pct,usg_pct,ws,year_drafted,pts_pg,fg_p,fg2_p,fg3_p,ft_p,trb_p,ast_p,stl_p,blk_p
412,0.0,46.2,9.14,4.6,0.8,2.7600000000000002,,,1.5599999999999998,101.04,110.4,15.24,1.1800000000000002,0.466,103.6,60.0,134.0,43.6,108.2,242.2,61.6,82.0,28.8,840.0,1.2,99.84,27.8,3.6,1.6200000000000003,12.5,51.4,34,Anthony Brown,,295.8,312.4,2,,,19.8,1.2999999999999998,45.6,14.86,138.2,9.28,0.5006,19.759999999999998,2.7800000000000002,2015,10.847222222222221,0.4277456647398844,0.44776119402985076,0.40295748613305954,0.7512195121859607,4.798611111111111,1.6041666666666667,0.6875,0.1597222222222222
413,0.0,21.5,5.3,61.75,9.7,8.35,,,6.8,92.57499999999999,116.5,17.575,1.7,0.567,102.25,102.25,182.5,0.0,0.25,182.75,57.0,83.75,35.5,781.5,1.55,114.825,70.0,10.274999999999999,1.6249999999999998,19.475,93.75,36,Rakeem Christmas,,251.0,261.5,2,,,19.25,1.525,40.5,16.325,186.5,13.875,0.58775,16.275,3.35,2015,7.366197183098592,0.5595075239398085,0.5602739726027397,0.0,0.6805970149172466,5.253521126760563,0.6056338028169014,0.5422535211267606,1.7394366197183098
414,0.0,62.0,14.850000000000001,11.75,1.5,6.7250000000000005,,,2.65,98.625,82.25,11.375,1.525,0.516,122.75,70.5,139.0,52.25,142.25,281.25,80.0,107.0,33.0,884.25,4.075,111.27499999999999,17.75,2.425,2.025,17.625000000000004,68.5,38,Darrun Hilliard,,345.5,377.75,2,,,44.0,2.8,51.5,13.525,100.0,6.85,0.5555,21.5,3.55,2015,11.446969696969697,0.43644444444444447,0.5071942446043165,0.3673110720536569,0.7476635513948816,3.0303030303030303,1.878787878787879,1.3333333333333333,0.3560606060606061
415,0.0,61.5,13.425,22.0,2.675,5.3500000000000005,,,3.0250000000000004,101.5,80.75,10.15,1.325,0.48475000000000007,114.5,90.0,174.25,24.5,77.0,251.25,59.5,78.5,34.0,960.5,2.3249999999999993,105.525,29.0,3.7,1.7000000000000002,14.825000000000001,75.25,40,Josh Richardson,,302.75,313.0,2,,,36.75,2.375,52.25,16.424999999999997,109.75,6.825,0.5205,18.2,3.025,2015,9.205882352941176,0.4557213930348259,0.5164992826398852,0.3181818181776859,0.7579617834298349,3.2279411764705883,1.8088235294117647,1.0808823529411764,0.6470588235294118
416,0.0,64.25,10.975,17.75,1.525,6.749999999999999,,,1.7500000000000002,103.075,171.5,18.475,1.3249999999999997,0.5619999999999999,128.75,61.75,112.5,67.0,173.75,286.25,41.75,53.75,34.75,1121.0,5.025,119.775,34.25,3.9499999999999997,2.65,17.525,58.0,41,Pat Connaughton,,340.75,366.25,2,,,23.25,1.3,33.75,9.875,205.75,11.35,0.5825,16.849999999999998,4.0,2015,10.53956834532374,0.4497816593886463,0.5488888888888889,0.38561151078914757,0.7767441860320606,5.920863309352518,1.8489208633093526,0.6690647482014388,0.5107913669064749
417,0.0,101.0,21.700000000000003,1.6666666666666667,0.16666666666666666,4.233333333333333,,,-1.3666666666666665,111.23333333333333,106.66666666666667,11.733333333333334,0.5666666666666668,0.524,188.33333333333334,129.66666666666666,253.33333333333334,58.666666666666664,162.33333333333334,415.6666666666667,140.33333333333334,180.33333333333334,32.333333333333336,1164.3333333333333,5.633333333333333,112.2,20.666666666666668,2.3333333333333335,3.266666666666667,20.866666666666667,72.0,42,Olivier Hanlan,,547.6666666666666,575.6666666666666,2,,,34.666666666666664,1.8666666666666665,78.66666666666667,13.6,127.33333333333333,7.033333333333334,0.5753333333333333,27.833333333333332,3.8000000000000003,2015,17.804123711340203,0.45308740978348033,0.5118421052631579,0.3613963038992111,0.7781885397369047,3.938144329896907,3.123711340206185,1.072164948453608,0.05154639175257732
418,0.0,100.5,17.2,1.0,0.1,7.45,,,-0.44999999999999996,107.7,105.5,9.7,1.05,0.5465,235.5,152.0,291.5,83.5,219.0,510.5,139.5,155.0,35.0,1190.5,7.85,123.85000000000001,22.5,2.4,4.550000000000001,24.4,49.0,43,Joe Young,,636.5,694.0,2,,,42.5,2.1,63.0,9.399999999999999,128.0,6.2,0.5974999999999999,27.35,5.6,2015,19.82857142857143,0.46131243878550443,0.5214408233276158,0.3812785388110444,0.8999999999941936,3.657142857142857,2.8714285714285714,1.2142857142857142,0.02857142857142857
419,0.0,149.0,24.9,8.5,0.8,6.25,,,2.55,97.75,84.0,8.1,1.95,0.4315,111.0,76.5,204.5,34.5,94.0,298.5,142.5,183.5,39.5,1130.5,3.7,110.55000000000001,22.5,2.35,2.2,15.25,94.5,44,Andrew Harrison,,430.5,399.0,2,,,30.5,1.75,86.5,18.0,106.5,5.4,0.5185,21.299999999999997,4.15,2015,10.10126582278481,0.37185929648241206,0.3740831295843521,0.3670212765918402,0.7765667574889561,2.6962025316455698,3.7721518987341773,0.7721518987341772,0.21518987341772153
420,0.0,53.5,11.275000000000002,14.25,1.8,4.4,,,2.0,101.075,91.5,11.974999999999998,1.25,0.5085,125.75,98.0,184.0,27.75,88.5,272.5,64.75,86.75,35.25,888.75,2.425,106.44999999999999,14.5,1.85,1.5,15.35,72.0,46,Norman Powell,,312.0,344.0,2,,,39.5,2.475,45.0,12.9,106.0,6.875,0.53675,19.375,2.75,2015,9.75886524822695,0.4614678899082569,0.532608695652174,0.31355932203035525,0.7463976945158917,3.00709219858156,1.5177304964539007,1.1205673758865249,0.40425531914893614
421,0.0,20.0,6.550000000000001,29.5,5.199999999999999,7.8999999999999995,,,4.75,91.75,93.5,17.05,1.45,0.5375,80.5,80.5,150.0,0.0,0.0,150.0,64.0,114.5,39.0,592.5,3.15,115.6,73.0,15.2,1.4500000000000002,21.15,74.0,48,Dakari Johnson,,231.0,225.0,2,,,11.5,1.2,33.5,13.850000000000001,166.5,16.2,0.5505,20.5,2.9000000000000004,2015,5.769230769230769,0.5366666666666666,0.5366666666666666,0.0,0.5589519650606205,4.269230769230769,0.5128205128205128,0.2948717948717949,0.7564102564102564
422,0.0,47.5,10.025,21.25,2.4,8.725,,,2.7500000000000004,98.375,153.25,18.1,1.6500000000000001,0.54525,147.5,132.25,231.25,15.25,54.25,285.5,154.5,200.0,35.0,984.75,6.0,124.025,72.25,8.4,3.5,24.75,54.75,49,Aaron White,,435.0,464.75,2,,,37.25,2.25,52.75,12.375,225.5,13.225,0.61175,22.15,5.15,2015,13.278571428571428,0.5166374781085814,0.5718918918918919,0.28110599077822845,0.7724999999961375,6.442857142857143,1.3571428571428572,1.0642857142857143,0.6071428571428571
423,0.0,45.25,10.925,35.5,4.65,9.8,,,6.4,91.5,143.25,18.85,1.975,0.5640000000000001,141.5,141.5,251.0,0.0,2.25,253.25,44.25,79.25,32.5,864.0,3.4250000000000003,111.625,82.25,12.024999999999999,1.7999999999999998,23.0,53.0,56,Branden Dawson,,322.0,327.25,2,,,40.75,2.9000000000000004,54.75,15.75,225.5,15.525,0.5685,21.025,3.75,2015,10.069230769230769,0.558736426456071,0.5637450199203188,0.0,0.5583596214440585,6.938461538461539,1.3923076923076922,1.2538461538461538,1.0923076923076922
424,0.0,72.0,11.4,49.0,3.6,7.5,,,2.9,104.4,177.0,15.5,1.5,0.525,214.0,134.0,289.0,80.0,195.0,484.0,116.0,170.0,36.0,1246.0,4.6,114.7,67.0,6.0,3.4,22.5,74.0,2,Brandon Ingram,,591.0,624.0,1,,,41.0,1.9,72.0,11.3,244.0,10.8,0.552,25.6,4.9,2016,17.333333333333332,0.44214876033057854,0.46366782006920415,0.4102564102543064,0.6823529411724568,6.777777777777778,2.0,1.1388888888888888,1.3611111111111112
425,0.0,138.0,37.575,9.5,1.25,5.775,,,4.025,97.45,95.0,13.925,1.45,0.43475,106.0,87.75,184.25,18.25,51.5,235.75,73.25,105.75,23.75,749.25,1.7750000000000004,95.32499999999999,26.5,3.525,1.25,16.625,70.0,5,Kris Dunn,,337.25,303.5,1,,,52.0,3.9749999999999996,78.75,26.475,121.5,8.625,0.48150000000000004,21.9,2.7,2016,12.778947368421052,0.4496288441145281,0.4762550881953867,0.354368932031954,0.6926713947925043,5.11578947368421,5.810526315789474,2.1894736842105265,0.4
426,0.0,63.5,13.075000000000001,9.5,0.9249999999999999,8.45,,,1.8250000000000002,100.875,113.0,11.450000000000001,1.55,0.52725,195.75,108.5,213.5,87.25,223.5,437.0,94.0,112.5,33.0,1045.5,6.625000000000001,112.5,52.25,5.949999999999999,3.05,21.35,64.75,6,Buddy Hield,,523.0,572.75,1,,,42.0,2.4,71.25,13.05,165.25,8.775,0.56125,25.749999999999996,4.625,2016,17.356060606060606,0.44794050343249425,0.5081967213114754,0.3903803131973585,0.8355555555481283,5.007575757575758,1.9242424242424243,1.2727272727272727,0.2878787878787879
427,0.0,79.0,12.1,11.0,0.9,9.1,,,1.1,102.6,133.0,11.2,1.8,0.5589999999999999,244.0,131.0,261.0,113.0,277.0,538.0,119.0,152.0,36.0,1267.0,8.1,120.2,53.0,4.9,4.4,22.7,75.0,7,Jamal Murray,,649.0,720.0,1,,,35.0,1.6,84.0,12.1,186.0,8.2,0.59,27.1,6.1,2016,20.0,0.45353159851301117,0.5019157088122606,0.4079422382656753,0.7828947368369547,5.166666666666667,2.1944444444444446,0.9722222222222222,0.3055555555555556
428,0.0,26.0,6.3,55.0,5.8,5.9,,,3.1,102.2,98.0,11.6,1.2,0.561,179.0,158.0,278.0,21.0,60.0,338.0,88.0,129.0,34.0,848.0,2.8,112.0,85.0,9.8,1.9,21.7,138.0,8,Marquese Chriss,,428.0,467.0,1,,,32.0,1.9,69.0,14.7,183.0,10.7,0.585,24.1,3.1,2016,13.735294117647058,0.5295857988165681,0.5683453237410072,0.3499999999941667,0.6821705426303708,5.382352941176471,0.7647058823529411,0.9411764705882353,1.6176470588235294
429,0.0,48.5,9.4,21.5,2.1,8.05,,,3.45,91.25,251.0,25.95,2.3499999999999996,0.643,192.0,189.5,297.0,2.5,7.0,304.0,114.5,157.0,37.0,985.5,4.6,124.25,96.0,12.5,3.75,27.0,109.5,11,Domantas Sabonis,,486.0,501.0,1,,,19.5,1.2000000000000002,75.5,16.85,347.0,19.9,0.6645000000000001,23.55,6.15,2016,13.54054054054054,0.631578947368421,0.6380471380471381,0.35714285709183674,0.7292993630526796,9.378378378378379,1.3108108108108107,0.527027027027027,0.581081081081081
430,0.0,159.75,29.399999999999995,10.0,1.15,10.125,,,4.025,95.95,174.5,18.75,1.9500000000000002,0.5305,144.75,78.5,164.75,66.25,162.5,327.25,55.5,71.25,36.0,1045.5,6.1,111.64999999999999,39.25,4.775,2.725,19.95,75.75,14,Denzel Valentine,,438.75,411.25,1,,,33.0,1.9749999999999999,79.25,19.65,213.75,12.075,0.55575,21.674999999999997,4.7250000000000005,2016,11.42361111111111,0.4423223834988541,0.4764795144157815,0.40769230768979886,0.77894736841012,5.9375,4.4375,0.9166666666666666,0.2777777777777778
431,0.0,163.5,32.45,7.5,0.7,7.8999999999999995,,,2.5,98.0,123.5,13.0,1.75,0.5115000000000001,117.0,75.0,172.0,42.0,99.5,271.5,120.0,150.0,34.0,1005.5,5.35,115.4,15.0,1.9,2.7,19.9,85.5,17,Wade Baldwin,,436.5,396.0,1,,,45.0,2.7,79.0,18.85,138.5,7.95,0.5795,22.0,4.45,2016,11.647058823529411,0.430939226519337,0.436046511627907,0.42211055275957676,0.7999999999946668,4.073529411764706,4.8088235294117645,1.3235294117647058,0.22058823529411764
432,0.0,59.0,11.0,49.0,4.4,3.6,,,2.7,98.5,250.0,24.2,2.0,0.48,194.0,164.0,331.0,30.0,104.0,435.0,143.0,191.0,33.0,1107.0,0.9,106.3,71.0,7.8,2.0,20.9,84.0,18,Henry Ellenson,,536.0,561.0,1,,,28.0,1.4,78.0,12.9,321.0,16.5,0.534,26.7,4.0,2016,17.0,0.4459770114942529,0.4954682779456193,0.28846153845876477,0.74869109947252,9.727272727272727,1.7878787878787878,0.8484848484848485,1.4848484848484849
433,0.0,51.0,9.8,6.0,0.6,5.7,,,0.7,105.5,136.0,15.1,1.1,0.541,185.0,130.0,251.0,55.0,142.0,393.0,104.0,128.0,34.0,1014.0,5.0,117.5,44.0,5.0,2.9,20.8,75.0,19,Malik Beasley,,483.0,529.0,1,,,32.0,1.8,59.0,11.5,180.0,10.1,0.583,24.3,4.0,2016,15.558823529411764,0.4707379134860051,0.5179282868525896,0.3873239436592442,0.8124999999936524,5.294117647058823,1.5,0.9411764705882353,0.17647058823529413
434,0.0,68.75,21.75,5.5,0.85,7.15,,,2.425,102.325,81.25,15.1,0.925,0.49924999999999997,91.5,58.0,127.25,33.5,83.5,210.75,51.0,66.25,25.75,680.25,4.700000000000001,111.025,9.75,1.875,1.6,18.849999999999998,37.75,20,Caris LeVert,,266.75,267.5,1,,,24.25,2.15,34.0,11.775,91.0,8.475,0.53175,22.4,2.5,2016,10.388349514563107,0.43416370106761565,0.45579567779960706,0.4011976047856144,0.7698113207430971,3.533980582524272,2.6699029126213594,0.941747572815534,0.21359223300970873
435,0.0,77.0,12.8,10.0,0.9,3.0,,,1.5,102.3,139.0,12.1,1.8,0.465,152.0,73.0,188.0,79.0,224.0,412.0,113.0,157.0,37.0,1272.0,1.5,102.6,19.0,1.7,1.5,13.8,91.0,22,Malachi Richardson,,459.0,496.0,1,,,42.0,2.0,79.0,14.0,158.0,6.9,0.51,23.1,3.3,2016,13.405405405405405,0.36893203883495146,0.3882978723404255,0.352678571426997,0.719745222925352,4.27027027027027,2.081081081081081,1.135135135135135,0.2702702702702703
436,0.0,51.5,11.0,68.0,6.2,7.6,,,4.199999999999999,89.35,207.0,20.700000000000003,2.9,0.557,220.5,219.0,391.5,1.5,8.5,400.0,120.5,169.5,34.0,1112.0,3.4,121.15,121.5,13.45,3.95,28.8,90.0,27,Pascal Siakam,,538.5,563.0,1,,,31.0,1.7,65.5,12.65,328.5,17.25,0.5914999999999999,25.15,6.85,2016,16.558823529411764,0.55125,0.5593869731800766,0.17647058821453288,0.710914454273092,9.661764705882353,1.5147058823529411,0.9117647058823529,2.0
437,0.0,151.0,25.6,10.0,0.8,4.3,,,2.5,102.1,155.0,13.7,1.6,0.451,202.0,168.0,368.0,34.0,118.0,486.0,110.0,166.0,34.0,1139.0,1.8,99.7,48.0,4.1,1.2,16.8,90.0,29,Dejounte Murray,,565.0,548.0,1,,,62.0,2.8,110.0,16.3,203.0,8.8,0.485,25.9,2.8,2016,16.11764705882353,0.4156378600823045,0.45652173913043476,0.28813559321789717,0.6626506024056468,5.970588235294118,4.4411764705882355,1.8235294117647058,0.29411764705882354
438,0.0,23.666666666666668,6.233333333333333,55.666666666666664,6.366666666666667,3.3000000000000003,,,2.9333333333333336,97.86666666666667,141.0,16.666666666666668,1.5999999999999999,0.5653333333333334,169.33333333333334,169.0,296.3333333333333,0.3333333333333333,2.6666666666666665,299.0,98.66666666666667,174.66666666666666,33.0,894.6666666666666,0.3666666666666667,106.8,69.0,9.6,1.7333333333333334,21.5,100.33333333333333,30,Damian Jones,,394.6666666666667,437.6666666666667,1,,,12.333333333333334,0.7999999999999999,65.66666666666667,14.666666666666666,210.0,13.4,0.571,26.5,3.3666666666666667,2016,13.262626262626263,0.5663322185061316,0.5703037120359955,0.124999999953125,0.5648854961799721,6.363636363636363,0.7171717171717172,0.37373737373737376,1.6868686868686869
439,0.0,26.0,7.5,64.0,10.2,10.8,,,7.5,90.9,119.0,19.0,1.6,0.598,119.0,119.0,199.0,0.0,0.0,199.0,23.0,38.0,35.0,650.0,3.2,121.4,72.0,13.5,1.7,23.9,80.0,31,Deyonta Davis,,242.0,261.0,2,,,9.0,0.8,30.0,12.1,191.0,16.5,0.601,19.2,3.3,2016,7.457142857142857,0.5979899497487438,0.5979899497487438,0.0,0.6052631578788089,5.457142857142857,0.7428571428571429,0.2571428571428571,1.8285714285714285
440,0.0,1.0,0.9,23.0,11.9,4.2,,,6.9,85.5,51.0,27.0,0.6,0.569,33.0,33.0,58.0,0.0,0.0,58.0,15.0,27.0,27.0,202.0,-2.7,101.2,17.0,10.5,0.2,20.5,38.0,33,Cheick Diallo,,74.0,81.0,2,,,7.0,2.0,17.0,19.4,68.0,19.4,0.5720000000000001,21.7,0.8,2016,3.0,0.5689655172413793,0.5689655172413793,0.0,0.5555555555349794,2.5185185185185186,0.037037037037037035,0.25925925925925924,0.8518518518518519
441,0.0,190.5,30.75,3.0,0.25,9.3,,,2.35,96.85,68.5,6.699999999999999,1.9,0.5015000000000001,129.5,85.5,185.0,44.0,118.5,303.5,104.5,123.5,36.0,1085.0,6.9,126.05000000000001,17.5,2.0,3.75,19.75,60.0,34,Tyler Ulis,,458.5,407.5,2,,,44.0,2.45,53.5,14.05,86.0,4.5,0.559,18.35,5.65,2016,11.319444444444445,0.42668863261943984,0.46216216216216216,0.3713080168745037,0.8461538461469946,2.388888888888889,5.291666666666667,1.2222222222222223,0.08333333333333333
442,0.0,83.75,17.15,7.75,0.9,8.0,,,3.45,93.64999999999999,120.25,14.25,2.25,0.488,150.25,104.0,223.0,46.25,126.75,349.75,105.5,120.5,34.0,1039.25,4.550000000000001,111.775,20.5,2.675,2.85,19.5,62.5,36,Malcolm Brogdon,,428.25,452.25,2,,,29.25,1.825,51.75,12.575,140.75,8.65,0.54725,24.725,5.075,2016,13.301470588235293,0.4295925661186562,0.4663677130044843,0.36489151873479375,0.8755186721919044,4.139705882352941,2.463235294117647,0.8602941176470589,0.22794117647058823
443,0.0,35.0,9.3,52.0,8.45,11.2,,,9.45,86.15,131.5,21.05,2.0,0.618,91.0,91.0,146.5,0.0,0.5,147.0,23.5,43.0,33.0,692.5,1.7,106.7,80.0,13.0,1.05,20.4,87.5,37,Chinanu Onuaku,,220.0,205.5,2,,,25.0,2.2,54.5,27.15,211.5,17.05,0.608,15.65,3.1,2016,6.2272727272727275,0.6190476190476191,0.621160409556314,0.0,0.5465116278942672,6.409090909090909,1.0606060606060606,0.7575757575757576,1.5757575757575757
444,0.0,15.0,4.2,55.0,7.1,5.3,,,2.9,97.9,111.0,14.5,1.5,0.568,167.0,167.0,294.0,0.0,0.0,294.0,102.0,134.0,35.0,807.0,2.4,118.3,77.0,12.4,2.6,26.6,80.0,40,Diamond Stone,,408.0,436.0,2,,,18.0,1.3,53.0,12.9,188.0,13.6,0.61,26.7,4.1,2016,12.457142857142857,0.5680272108843537,0.5680272108843537,0.0,0.7611940298450658,5.371428571428571,0.42857142857142855,0.5142857142857142,1.5714285714285714
445,0.0,125.5,31.0,31.5,3.45,5.95,,,2.9,99.35,83.5,10.75,1.4500000000000002,0.449,142.5,84.0,217.0,58.5,163.0,380.0,98.0,129.5,28.0,855.0,3.05,98.80000000000001,20.0,2.9,1.2,18.1,65.5,42,Isaiah Whitehead,,448.0,441.5,2,,,35.0,2.55,96.0,18.6,103.5,6.85,0.494,30.450000000000003,2.6500000000000004,2016,15.767857142857142,0.375,0.3870967741935484,0.3588957055192706,0.7567567567509131,3.6964285714285716,4.482142857142857,1.25,1.125
446,0.0,111.66666666666667,18.566666666666666,7.666666666666667,0.6333333333333334,5.466666666666666,,,0.49999999999999994,110.2,77.33333333333333,8.4,0.7666666666666666,0.5396666666666667,138.33333333333334,94.0,179.66666666666666,44.333333333333336,116.33333333333333,296.0,80.33333333333333,102.66666666666667,34.333333333333336,1081.0,4.966666666666666,117.56666666666666,30.0,3.4333333333333336,2.933333333333333,17.5,65.66666666666667,45,Demetrius Jackson,,415.6666666666667,401.3333333333333,2,,,38.0,2.0,56.666666666666664,15.066666666666668,107.33333333333333,6.0,0.5816666666666667,19.46666666666667,3.6999999999999997,2016,11.689320388349513,0.4673423423423424,0.5231910946196661,0.3810888252116239,0.782467532459911,3.126213592233009,3.2524271844660193,1.1067961165048543,0.2233009708737864
447,0.0,26.0,7.475,85.75,11.175,7.949999999999999,,,6.824999999999999,93.775,154.0,21.7,1.7000000000000002,0.53725,153.25,151.75,278.75,1.5,5.75,284.5,90.25,130.75,33.0,800.25,1.15,108.22500000000001,78.5,11.325,1.7249999999999999,25.424999999999997,81.25,46,A.J. Hammons,,362.0,398.25,2,,,12.5,0.975,67.75,16.475,232.5,16.575,0.572,26.125,3.45,2016,12.068181818181818,0.538664323374341,0.5443946188340807,0.2608695651720227,0.690248565960304,7.045454545454546,0.7878787878787878,0.3787878787878788,2.5984848484848486
448,0.0,39.0,8.2,28.25,3.075,6.825,,,3.425,98.125,128.75,14.125,1.7,0.53325,120.5,71.0,134.0,49.5,136.75,270.75,68.5,90.25,35.25,984.5,3.4,111.675,39.75,5.05,1.8750000000000002,16.925,68.0,47,Jake Layman,,335.5,359.0,2,,,30.75,1.8250000000000002,51.0,14.15,168.5,9.875,0.567,19.1,3.575,2016,10.184397163120567,0.4450600184672207,0.5298507462686567,0.36197440584744445,0.7590027700746924,4.780141843971631,1.1063829787234043,0.8723404255319149,0.8014184397163121
449,0.0,102.33333333333333,21.066666666666666,10.0,1.3666666666666665,7.300000000000001,,,2.8666666666666667,98.8,88.33333333333333,10.3,1.6666666666666667,0.5193333333333333,132.66666666666666,81.0,159.66666666666666,51.666666666666664,133.66666666666666,293.3333333333333,64.33333333333333,102.0,33.666666666666664,983.3333333333334,4.433333333333334,112.06666666666668,32.0,3.9333333333333336,2.066666666666667,17.766666666666666,79.33333333333333,49,Michael Gbinije,,376.0,381.3333333333333,2,,,50.333333333333336,3.2000000000000006,62.0,14.733333333333333,120.33333333333333,7.1000000000000005,0.543,19.766666666666666,3.733333333333333,2016,11.326732673267326,0.45227272727272727,0.5073068893528184,0.38653366583251975,0.6307189542421824,3.5742574257425743,3.0396039603960396,1.4950495049504953,0.29702970297029707
450,0.0,105.25,19.824999999999996,16.75,1.55,6.625,,,1.425,103.6,138.0,14.525,1.25,0.5549999999999999,212.25,165.25,298.75,47.0,125.5,424.25,85.5,112.0,34.5,1027.5,5.175000000000001,113.375,40.5,4.675,2.875,21.3,105.5,50,Georges Niang,,532.25,557.0,2,,,23.0,1.25,79.5,14.25,178.5,9.8,0.583,26.674999999999997,4.125,2016,16.144927536231883,0.5002946375957572,0.5531380753138075,0.3745019920288884,0.7633928571360411,5.173913043478261,3.050724637681159,0.6666666666666666,0.4855072463768116
451,0.0,30.5,6.85,24.0,2.55,4.6,,,1.6,101.69999999999999,130.5,15.4,1.4,0.486,160.5,130.0,258.5,30.5,94.0,352.5,125.5,165.0,34.5,964.0,3.0,111.15,86.5,10.55,2.45,19.1,93.0,51,Ben Bentil,,443.0,477.0,2,,,19.5,1.1,53.5,12.600000000000001,217.0,12.9,0.5395000000000001,23.65,3.8499999999999996,2016,13.826086956521738,0.4553191489361702,0.5029013539651838,0.3244680851029312,0.760606060601451,6.2898550724637685,0.8840579710144928,0.5652173913043478,0.6956521739130435
452,0.0,23.25,5.275,44.5,4.675,1.175,,,1.7,94.125,225.0,27.1,1.9749999999999999,0.54275,123.0,114.0,208.5,9.0,24.25,232.75,116.0,162.75,32.5,935.75,-0.525,115.425,103.0,14.5,2.4,22.65,76.0,52,Joel Bolomboy,,384.25,371.0,2,,,18.0,1.15,65.0,17.775,328.0,21.275000000000002,0.5954999999999999,21.075,4.375,2016,11.415384615384616,0.5284640171858217,0.5467625899280576,0.3711340206032522,0.712749615971043,10.092307692307692,0.7153846153846154,0.5538461538461539,1.3692307692307693
453,0.0,262.6666666666667,42.833333333333336,6.333333333333333,0.5666666666666667,3.0,,,-1.1333333333333333,109.8,123.0,12.066666666666668,0.8666666666666667,0.47300000000000003,184.66666666666666,137.0,295.0,47.666666666666664,138.33333333333334,433.3333333333333,171.33333333333334,208.33333333333334,33.666666666666664,1208.6666666666667,4.133333333333334,112.13333333333333,22.333333333333332,2.1,3.6999999999999997,21.433333333333334,95.66666666666667,54,Kay Felder,,674.6666666666666,588.3333333333334,2,,,54.666666666666664,2.533333333333333,116.66666666666667,19.033333333333335,145.33333333333334,7.0,0.5436666666666666,26.100000000000005,4.533333333333333,2016,17.47524752475248,0.42615384615384616,0.46440677966101696,0.34457831325052113,0.8223999999960525,4.316831683168317,7.801980198019803,1.6237623762376239,0.18811881188118812
454,0.0,38.5,7.9,19.5,2.55,2.9,,,1.8,102.35,109.5,14.4,1.1,0.5025000000000001,115.0,81.5,149.0,33.5,104.5,253.5,55.5,74.5,33.5,806.0,1.05,99.7,24.0,3.95,0.85,14.0,74.0,58,Abdel Nader,,297.0,319.0,2,,,24.5,1.6,58.0,16.6,133.5,9.5,0.5355,21.7,1.9,2016,9.522388059701493,0.4536489151873767,0.5469798657718121,0.32057416267635813,0.7449664429430205,3.985074626865672,1.1492537313432836,0.7313432835820896,0.582089552238806
455,0.0,91.25,17.55,9.0,0.9249999999999999,4.675,,,3.0500000000000003,100.525,104.0,11.95,1.45,0.4575,118.5,74.5,182.5,44.0,108.0,290.5,50.5,71.0,34.25,948.5,1.65,99.1,28.25,3.1500000000000004,1.1249999999999998,13.175,69.0,59,Isaiah Cousins,,341.25,331.5,2,,,39.25,2.425,63.5,17.775,132.25,7.6499999999999995,0.48575,19.55,2.6,2016,9.678832116788321,0.4079173838209983,0.40821917808219177,0.4074074074036351,0.7112676056237849,3.8613138686131387,2.664233576642336,1.145985401459854,0.26277372262773724
456,0.0,148.0,35.5,30.0,3.1,9.1,,,1.4,110.7,110.0,13.9,0.6,0.535,209.0,157.0,313.0,52.0,126.0,439.0,109.0,168.0,25.0,892.0,7.7,116.3,33.0,4.0,3.3,28.0,63.0,1,Markelle Fultz,,582.0,579.0,1,,,40.0,2.5,80.0,13.4,143.0,8.9,0.5579999999999999,31.4,3.9,2017,23.16,0.4760820045558087,0.5015974440894568,0.4126984126951373,0.6488095238056619,5.72,5.92,1.6,1.2
457,0.0,274.0,31.4,28.0,2.1,12.2,,,3.5,100.7,183.0,14.3,2.0,0.6679999999999999,189.0,109.0,149.0,80.0,194.0,343.0,66.0,98.0,36.0,1263.0,8.7,131.3,33.0,3.2,4.8,24.7,65.0,2,Lonzo Ball,,608.0,524.0,1,,,66.0,2.8,89.0,18.6,216.0,9.3,0.6729999999999999,18.1,6.8,2017,14.555555555555555,0.5510204081632653,0.7315436241610739,0.41237113401849296,0.6734693877482298,6.0,7.611111111111111,1.8333333333333333,0.7777777777777778
458,0.0,62.0,12.4,33.0,3.2,7.5,,,4.1,97.8,174.0,19.7,1.8,0.507,165.0,125.0,248.0,40.0,117.0,365.0,118.0,139.0,29.0,966.0,3.5,111.4,39.0,4.8,2.3,22.0,86.0,3,Jayson Tatum,,467.0,488.0,1,,,39.0,2.3,76.0,15.0,213.0,12.6,0.5660000000000001,26.2,4.1,2017,16.82758620689655,0.4520547945205479,0.5040322580645161,0.34188034187741984,0.8489208633032452,7.344827586206897,2.1379310344827585,1.3448275862068966,1.1379310344827587
459,0.0,104.0,18.2,37.0,3.5,10.7,,,5.7,96.1,177.0,17.5,2.2,0.552,220.0,186.0,339.0,34.0,90.0,429.0,98.0,173.0,35.0,1077.0,5.1,110.9,81.0,8.7,2.7,24.2,104.0,4,Josh Jackson,,571.0,572.0,1,,,59.0,3.1,97.0,15.9,258.0,13.3,0.5589999999999999,27.2,4.9,2017,16.34285714285714,0.5128205128205128,0.5486725663716814,0.37777777777358024,0.566473988436032,7.371428571428571,2.9714285714285715,1.6857142857142857,1.0571428571428572
