,player,class,season,pos,school_name,conf_abbr,g,mp,fg,fga,fg2,fg2a,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,obpm,dbpm,bpm,ts_pct,efg_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,ows,dws,ws,pprod,year_drafted,round,pick_overall,allStar,pts_pg,fg_p,fg2_p,fg3_p,ft_p,trb_p,ast_p,stl_p,blk_p
639,Gani Lawal,JR,2009-10,F,Georgia Tech,ACC,36.0,930.0,172,325,172,324,0,1,127,222,105.0,200.0,305,15,16,49,78.0,76.0,471,22.8,4.1,2.9,7.4,0.547,0.529,13.0,21.7,17.6,3.4,1.0,5.6,15.3,26.1,106.5,90.6,1.9,2.2,4.1,435.0,2010,2,46,0,13.083333333333334,0.5292307692307693,0.5308641975308642,0.0,0.5720720720694952,8.472222222222221,0.4166666666666667,0.4444444444444444,1.3611111111111112
500,Cody Martin,JR,2017-18,F,Nevada,MWC,36.0,1284.0,193,374,178,323,15,51,103,147,65.0,160.0,225,169,60,53,73.0,87.0,504,22.0,4.1,4.6,8.8,0.568,0.536,5.9,13.6,9.9,24.0,2.6,4.5,14.1,20.3,118.9,100.6,3.5,2.1,5.6,567.0,2019,2,36,0,14.0,0.516042780748663,0.5510835913312694,0.29411764705305654,0.700680272104077,6.25,4.694444444444445,1.6666666666666667,1.4722222222222223
1448,Erik Murphy,FR,2009-10,F,Florida,SEC,33.0,299.0,48,80,48,80,0,0,19,30,33.0,46.0,79,8,12,8,20.0,51.0,115,20.4,4.1,2.9,7.4,0.61,0.6,12.3,17.5,14.9,5.5,2.4,2.8,17.5,19.1,113.8,96.0,0.7,0.5,1.2,108.0,2013,2,49,0,3.484848484848485,0.6,0.6,0.0,0.6333333333122222,2.393939393939394,0.24242424242424243,0.36363636363636365,0.24242424242424243
422,Wayne Simien,SR,2004-05,F,Kansas,Big 12,26.0,892.0,191,346,187,332,4,14,142,174,84.0,203.0,287,36,15,16,60.0,67.0,528,21.2,4.1,2.9,7.4,0.616,0.5579999999999999,6.0,14.8,18.2,9.1,1.9,1.3,12.3,27.6,114.1,97.9,3.6,2.0,5.7,425.0,2005,1,29,0,20.307692307692307,0.5520231213872833,0.5632530120481928,0.2857142856938775,0.8160919540182984,11.038461538461538,1.3846153846153846,0.5769230769230769,0.6153846153846154
1400,Keith Benson,FR,2007-08,C,Oakland,Summit,29.0,389.0,54,107,54,107,0,0,44,66,35.0,67.0,102,3,5,40,21.0,52.0,152,21.2,4.1,2.9,7.4,0.5489999999999999,0.505,6.0,14.8,15.2,1.5,1.9,7.4,13.2,19.3,114.1,97.9,0.6,1.4,1.9,425.0,2011,2,48,0,5.241379310344827,0.5046728971962616,0.5046728971962616,0.0,0.6666666666565656,3.5172413793103448,0.10344827586206896,0.1724137931034483,1.3793103448275863
917,Davon Reed,JR,2015-16,G,Miami (FL),ACC,35.0,1007.0,129,275,83,155,46,120,84,103,21.0,122.0,143,42,27,15,44.0,72.0,388,17.4,4.4,2.5,6.9,0.599,0.5529999999999999,2.7,13.7,8.5,8.1,1.6,1.5,12.0,19.4,118.0,103.5,2.3,1.3,3.6,354.0,2017,2,32,0,11.085714285714285,0.4690909090909091,0.535483870967742,0.38333333333013886,0.8155339805746065,4.085714285714285,1.2,0.7714285714285715,0.42857142857142855
375,Anthony Brown,SR,2014-15,G,Stanford,Pac-12,37.0,1320.0,176,408,97,229,79,179,116,146,42.0,214.0,256,94,28,7,72.0,78.0,547,19.5,5.1,1.9,7.0,0.573,0.528,3.8,18.8,11.4,15.2,1.3,0.6,13.1,21.7,116.8,102.3,3.6,1.7,5.2,523.0,2015,2,34,0,14.783783783783784,0.43137254901960786,0.42358078602620086,0.4413407821204395,0.7945205479397636,6.918918918918919,2.5405405405405403,0.7567567567567568,0.1891891891891892
827,Thomas Bryant,FR,2015-16,C,Indiana,Big Ten,35.0,791.0,157,230,152,215,5,15,96,136,70.0,132.0,202,34,17,32,58.0,99.0,415,26.6,5.9,2.8,8.7,0.7040000000000001,0.693,11.2,19.0,15.3,8.1,1.2,4.1,16.4,22.1,130.0,100.3,3.1,1.3,4.4,380.0,2017,2,42,0,11.857142857142858,0.6826086956521739,0.7069767441860465,0.3333333333111111,0.7058823529359862,5.771428571428571,0.9714285714285714,0.4857142857142857,0.9142857142857143
355,Marcus Smart,SO,2013-14,G,Oklahoma State,Big 12,31.0,1014.0,163,386,114,222,49,164,182,250,44.0,139.0,183,148,89,18,82.0,91.0,557,26.9,8.0,5.5,13.5,0.552,0.486,5.1,14.9,10.2,30.1,5.0,1.9,14.0,29.2,114.3,92.3,3.1,2.5,5.6,589.0,2014,1,6,0,17.967741935483872,0.422279792746114,0.5135135135135135,0.2987804878030562,0.727999999997088,5.903225806451613,4.774193548387097,2.870967741935484,0.5806451612903226
148,Mike Muscala,SR,2012-13,F,Bucknell,Patriot,34.0,1079.0,227,446,223,430,4,16,179,227,98.0,280.0,378,78,17,80,58.0,74.0,637,35.7,5.7,6.0,11.7,0.575,0.513,11.8,31.1,21.8,18.5,1.0,7.8,9.5,31.6,121.0,84.5,5.3,3.0,8.3,624.0,2013,2,44,0,18.735294117647058,0.5089686098654709,0.5186046511627908,0.249999999984375,0.7885462555031342,11.117647058823529,2.2941176470588234,0.5,2.3529411764705883
821,Zhaire Smith,FR,2017-18,G,Texas Tech,Big 12,37.0,1051.0,154,277,136,237,18,40,91,127,83.0,102.0,185,66,42,42,41.0,67.0,417,23.0,5.7,6.4,12.0,0.618,0.588,9.6,11.1,10.4,12.6,2.3,4.8,10.8,18.3,128.7,95.1,3.3,2.2,5.6,417.0,2018,1,16,0,11.27027027027027,0.555956678700361,0.5738396624472574,0.44999999998875007,0.7165354330652242,5.0,1.7837837837837838,1.135135135135135,1.135135135135135
12,Jodie Meeks,JR,2008-09,G,Kentucky,SEC,36.0,1237.0,263,568,146,280,117,288,211,234,19.0,103.0,122,63,48,5,96.0,69.0,854,21.2,4.1,2.9,7.4,0.629,0.5660000000000001,6.0,14.8,5.7,11.7,1.9,0.3,12.4,30.9,114.1,97.9,6.3,1.1,7.4,425.0,2009,2,41,0,23.72222222222222,0.4630281690140845,0.5214285714285715,0.4062499999985894,0.9017094017055483,3.388888888888889,1.75,1.3333333333333333,0.1388888888888889
976,Erick Green,SO,2010-11,G,Virginia Tech,ACC,32.0,988.0,132,319,106,214,26,105,80,103,19.0,54.0,73,86,56,9,38.0,74.0,370,17.8,3.1,2.4,5.5,0.503,0.455,2.4,6.4,4.5,18.4,3.5,1.0,9.4,21.6,110.7,96.4,2.1,1.8,3.9,366.0,2013,2,46,0,11.5625,0.41379310344827586,0.4953271028037383,0.24761904761668935,0.7766990291186728,2.28125,2.6875,1.75,0.28125
13,Kay Felder,JR,2015-16,G,Oakland,Horizon,35.0,1286.0,269,612,193,398,76,214,239,282,26.0,123.0,149,324,69,7,120.0,104.0,853,28.7,9.1,-0.4,8.7,0.5720000000000001,0.502,2.2,9.7,6.1,50.0,2.9,0.5,13.9,31.3,122.8,105.8,6.2,1.4,7.6,947.0,2016,2,54,0,24.37142857142857,0.4395424836601307,0.4849246231155779,0.35514018691422833,0.8475177304934486,4.257142857142857,9.257142857142858,1.9714285714285715,0.2
1496,Dexter Pittman,FR,2006-07,C,Texas,Big 12,29.0,155.0,29,48,29,48,0,0,16,34,28.0,24.0,52,2,5,10,11.0,41.0,74,21.2,4.1,2.9,7.4,0.5770000000000001,0.604,6.0,14.8,17.9,2.7,1.9,4.3,14.6,23.3,114.1,97.9,0.3,0.5,0.9,425.0,2010,2,32,0,2.5517241379310347,0.6041666666666666,0.6041666666666666,0.0,0.4705882352802769,1.793103448275862,0.06896551724137931,0.1724137931034483,0.3448275862068966
1398,Grayson Allen,FR,2014-15,G,Duke,ACC,35.0,322.0,45,106,27,54,18,52,45,53,9.0,26.0,35,14,10,5,15.0,42.0,153,19.3,5.1,0.5,5.6,0.583,0.509,3.5,8.9,6.4,7.8,1.9,1.5,10.3,23.5,122.2,100.3,1.1,0.5,1.5,138.0,2018,1,21,0,4.371428571428571,0.42452830188679247,0.5,0.34615384614718936,0.849056603757565,1.0,0.4,0.2857142857142857,0.14285714285714285
931,Jordan Farmar,FR,2004-05,G,UCLA,Pac-10,29.0,997.0,120,292,86,190,34,102,109,136,18.0,83.0,101,153,41,3,113.0,77.0,383,21.2,4.1,2.9,7.4,0.537,0.469,6.0,14.8,5.9,29.7,1.9,0.2,24.1,22.9,114.1,97.9,1.5,1.0,2.6,425.0,2006,1,26,0,13.206896551724139,0.410958904109589,0.45263157894736844,0.3333333333300654,0.801470588229401,3.4827586206896552,5.275862068965517,1.4137931034482758,0.10344827586206896
1324,Miles Plumlee,SO,2009-10,F,Duke,ACC,40.0,654.0,83,148,82,147,1,1,39,59,65.0,132.0,197,12,20,26,43.0,103.0,206,17.6,4.1,2.9,7.4,0.585,0.564,11.2,22.3,16.8,3.5,1.8,3.9,19.6,16.5,110.4,87.6,1.1,1.7,2.8,200.0,2012,1,26,0,5.15,0.5608108108108109,0.5578231292517006,0.9999999989999999,0.6610169491413387,4.925,0.3,0.5,0.65
307,Marcus Denmon,JR,2010-11,G,Missouri,Big 12,34.0,1035.0,199,398,117,215,82,183,94,124,33.0,86.0,119,61,61,4,32.0,56.0,574,25.4,8.8,0.6,9.4,0.628,0.603,3.5,9.4,6.4,11.3,3.3,0.4,6.5,22.2,131.5,100.2,4.2,1.5,5.7,493.0,2012,2,59,0,16.88235294117647,0.5,0.5441860465116279,0.4480874316915405,0.7580645161229188,3.5,1.7941176470588236,1.7941176470588236,0.11764705882352941
712,Russ Smith,SO,2011-12,G,Louisville,Big East,39.0,837.0,149,419,108,285,41,134,110,144,27.0,71.0,98,76,87,1,90.0,110.0,449,18.6,1.7,4.2,5.9,0.461,0.405,3.6,9.7,6.6,21.8,6.2,0.1,15.6,34.5,93.9,86.1,0.6,2.3,2.9,425.0,2014,2,47,0,11.512820512820513,0.3556085918854415,0.37894736842105264,0.305970149251448,0.7638888888835842,2.5128205128205128,1.9487179487179487,2.230769230769231,0.02564102564102564
399,J.R. Giddens,SR,2007-08,G,New Mexico,MWC,33.0,1063.0,210,407,185,332,25,75,92,157,57.0,233.0,290,103,47,39,73.0,64.0,537,21.2,4.1,2.9,7.4,0.5579999999999999,0.547,6.0,14.8,16.8,22.5,1.9,3.0,13.2,27.4,114.1,97.9,2.5,4.7,7.2,425.0,2008,1,30,0,16.272727272727273,0.515970515970516,0.5572289156626506,0.33333333332888887,0.5859872611427644,8.787878787878787,3.121212121212121,1.4242424242424243,1.1818181818181819
1218,Khris Middleton,JR,2011-12,F,Texas A&M,Big 12,20.0,575.0,102,246,82,169,20,77,39,52,26.0,73.0,99,45,19,5,43.0,37.0,263,18.9,2.6,1.9,4.5,0.486,0.455,5.4,17.1,11.0,20.0,2.1,1.0,13.7,29.7,98.0,97.6,0.7,0.9,1.6,251.0,2012,2,39,0,13.15,0.4146341463414634,0.48520710059171596,0.25974025973688647,0.749999999985577,4.95,2.25,0.95,0.25
1066,Tyshawn Taylor,FR,2008-09,G,Kansas,Big 12,35.0,928.0,120,237,96,171,24,66,76,105,11.0,65.0,76,104,38,8,83.0,81.0,340,21.2,4.1,2.9,7.4,0.593,0.557,6.0,14.8,4.6,20.6,1.9,0.7,22.4,19.6,114.1,97.9,2.1,1.4,3.5,425.0,2012,2,41,0,9.714285714285714,0.5063291139240507,0.5614035087719298,0.363636363630854,0.7238095238026303,2.1714285714285713,2.9714285714285715,1.0857142857142856,0.22857142857142856
139,Carl Landry,JR,2006-07,F,Purdue,Big Ten,34.0,1035.0,219,367,215,348,4,19,201,277,101.0,148.0,249,42,40,32,102.0,99.0,643,21.2,4.1,2.9,7.4,0.645,0.602,6.0,14.8,14.9,9.9,1.9,2.4,17.0,29.9,114.1,97.9,5.2,3.2,8.4,425.0,2007,2,31,0,18.91176470588235,0.5967302452316077,0.617816091954023,0.21052631577839334,0.725631768950449,7.323529411764706,1.2352941176470589,1.1764705882352942,0.9411764705882353
436,Pierre Jackson,JR,2011-12,G,Baylor,Big 12,38.0,1172.0,174,378,105,209,69,169,106,129,33.0,77.0,110,223,68,3,134.0,88.0,523,21.9,7.0,1.0,8.0,0.595,0.552,3.5,8.1,5.8,37.3,3.5,0.3,23.4,24.6,113.6,100.2,3.6,1.6,5.2,573.0,2013,2,42,0,13.763157894736842,0.4603174603174603,0.5023923444976076,0.4082840236662232,0.8217054263502194,2.8947368421052633,5.868421052631579,1.7894736842105263,0.07894736842105263
1050,Kyle O'Quinn,SO,2009-10,C,Norfolk State,MEAC,30.0,849.0,145,264,129,197,16,67,39,74,80.0,181.0,261,27,16,51,64.0,94.0,345,20.2,4.1,2.9,7.4,0.5770000000000001,0.58,11.0,21.9,16.8,6.8,1.0,6.1,17.6,20.4,107.3,98.7,1.5,1.3,2.8,330.0,2012,2,49,0,11.5,0.5492424242424242,0.6548223350253807,0.23880597014568944,0.527027027019905,8.7,0.9,0.5333333333333333,1.7
1305,Bruce Brown,SO,2017-18,G,Miami (FL),ACC,19.0,640.0,78,188,62,128,16,60,44,70,25.0,110.0,135,76,25,15,43.0,43.0,216,16.9,1.6,5.1,6.6,0.488,0.457,4.6,20.0,12.4,21.3,2.3,2.5,16.3,21.2,102.7,97.5,0.7,1.2,1.9,242.0,2018,2,42,0,11.368421052631579,0.4148936170212766,0.484375,0.2666666666622222,0.628571428562449,7.105263157894737,4.0,1.3157894736842106,0.7894736842105263
594,Acie Law,JR,2005-06,G,Texas A&M,Big 12,30.0,1042.0,174,388,137,276,37,112,97,127,20.0,81.0,101,119,50,1,74.0,77.0,482,21.2,4.1,2.9,7.4,0.5379999999999999,0.496,6.0,14.8,11.0,12.7,1.9,1.8,14.2,22.9,114.1,97.9,2.0,1.7,3.8,425.0,2007,1,11,0,16.066666666666666,0.4484536082474227,0.4963768115942029,0.3303571428541932,0.7637795275530411,3.3666666666666667,3.966666666666667,1.6666666666666667,0.03333333333333333
577,Derrick Williams,FR,2009-10,F,Arizona,Pac-10,31.0,875.0,162,282,158,266,4,16,158,232,68.0,151.0,219,22,19,20,60.0,78.0,486,25.8,4.1,2.9,7.4,0.62,0.5820000000000001,9.7,19.7,14.9,6.3,1.3,2.4,13.3,26.6,119.2,102.2,3.2,1.1,4.3,446.0,2011,1,2,0,15.67741935483871,0.574468085106383,0.5939849624060151,0.249999999984375,0.6810344827556852,7.064516129032258,0.7096774193548387,0.6129032258064516,0.6451612903225806
153,Domantas Sabonis,SO,2015-16,F,Gonzaga,WCC,36.0,1149.0,239,391,234,377,5,14,150,195,110.0,316.0,426,64,22,31,92.0,115.0,633,29.3,5.0,4.0,9.0,0.654,0.618,11.7,28.2,20.7,11.3,1.1,2.7,16.0,25.6,124.6,91.2,4.6,2.8,7.5,617.0,2016,1,11,0,17.583333333333332,0.6112531969309463,0.6206896551724138,0.35714285711734695,0.7692307692268245,11.833333333333334,1.7777777777777777,0.6111111111111112,0.8611111111111112
282,Darius Johnson-Odom,JR,2010-11,G,Marquette,Big East,37.0,1109.0,196,453,125,258,71,195,121,171,18.0,94.0,112,88,31,7,75.0,92.0,584,19.0,5.1,-0.6,4.5,0.547,0.511,1.9,9.6,5.8,16.6,1.6,0.7,12.3,27.3,110.5,105.3,2.8,1.0,3.9,521.0,2012,2,55,0,15.783783783783784,0.4326710816777042,0.4844961240310077,0.3641025641006969,0.7076023391771485,3.027027027027027,2.3783783783783785,0.8378378378378378,0.1891891891891892
502,D.J. Augustin,FR,2006-07,G,Texas,Big 12,35.0,1245.0,154,343,109,241,45,102,150,179,21.0,78.0,99,233,53,3,115.0,81.0,503,21.2,4.1,2.9,7.4,0.588,0.515,6.0,14.8,4.2,34.3,1.9,0.2,21.2,20.9,114.1,97.9,2.8,2.0,4.7,425.0,2008,1,9,0,14.371428571428572,0.4489795918367347,0.45228215767634855,0.44117647058391,0.837988826810961,2.8285714285714287,6.6571428571428575,1.5142857142857142,0.08571428571428572
179,Luther Head,SR,2004-05,G,Illinois,Big Ten,39.0,1297.0,214,462,98,179,116,283,78,99,24.0,131.0,155,150,67,9,69.0,54.0,622,21.2,4.1,2.9,7.4,0.611,0.589,6.0,14.8,7.3,21.8,1.9,0.5,11.9,23.4,114.1,97.9,4.4,2.8,7.2,425.0,2005,1,24,0,15.948717948717949,0.46320346320346323,0.547486033519553,0.4098939929314138,0.7878787878708294,3.9743589743589745,3.8461538461538463,1.7179487179487178,0.23076923076923078
247,Andrew Wiggins,FR,2013-14,G,Kansas,Big 12,35.0,1148.0,189,422,146,296,43,126,176,227,76.0,129.0,205,54,41,34,80.0,94.0,597,21.4,5.4,3.0,8.5,0.563,0.499,8.4,12.3,10.4,9.2,2.1,3.1,13.1,26.3,116.1,102.8,3.2,1.7,4.9,564.0,2014,1,1,0,17.057142857142857,0.44786729857819907,0.49324324324324326,0.3412698412671328,0.7753303964723554,5.857142857142857,1.542857142857143,1.1714285714285715,0.9714285714285714
1215,Mason Plumlee,SO,2010-11,F,Duke,ACC,37.0,960.0,112,190,112,188,0,2,41,93,97.0,216.0,313,57,35,62,73.0,96.0,265,18.9,2.0,8.5,10.5,0.5660000000000001,0.589,11.8,23.4,17.9,10.1,2.1,5.7,23.8,15.6,106.2,86.1,1.3,2.7,4.0,301.0,2013,1,22,0,7.162162162162162,0.5894736842105263,0.5957446808510638,0.0,0.440860215049023,8.45945945945946,1.5405405405405406,0.9459459459459459,1.6756756756756757
207,Jawun Evans,SO,2016-17,G,Oklahoma State,Big 12,32.0,936.0,211,482,175,387,36,95,155,191,24.0,86.0,110,204,57,4,90.0,74.0,613,27.3,7.7,1.4,9.1,0.535,0.475,2.8,11.0,6.8,43.6,3.3,0.5,13.6,32.7,118.8,108.3,4.0,0.8,4.8,659.0,2017,2,39,0,19.15625,0.43775933609958506,0.45219638242894056,0.3789473684170637,0.8115183246030812,3.4375,6.375,1.78125,0.125
330,Moritz Wagner,JR,2017-18,F,Michigan,Big Ten,39.0,1078.0,216,409,153,249,63,160,75,108,57.0,221.0,278,33,38,20,56.0,120.0,570,24.7,4.6,3.6,8.1,0.619,0.605,6.5,24.7,15.7,6.7,2.1,2.0,10.8,25.9,117.3,92.3,3.1,2.6,5.7,499.0,2018,1,25,0,14.615384615384615,0.5281173594132029,0.6144578313253012,0.39374999999753907,0.6944444444380143,7.128205128205129,0.8461538461538461,0.9743589743589743,0.5128205128205128
1465,Ryan Reid,FR,2006-07,F,Florida State,ACC,35.0,563.0,41,73,41,73,0,0,19,41,46.0,67.0,113,8,9,16,38.0,62.0,101,21.2,4.1,2.9,7.4,0.546,0.562,6.0,14.8,12.7,2.4,1.9,2.1,29.1,11.7,114.1,97.9,0.4,0.8,1.2,425.0,2010,2,57,0,2.8857142857142857,0.5616438356164384,0.5616438356164384,0.0,0.4634146341350387,3.2285714285714286,0.22857142857142856,0.2571428571428571,0.45714285714285713
1385,Marcus Douthit,JR,2002-03,C,Providence,Big East,32.0,677.0,59,150,59,149,0,1,46,63,51.0,95.0,146,49,30,97,69.0,84.0,164,21.2,4.1,2.9,7.4,0.456,0.393,6.0,14.8,11.0,12.7,1.9,1.8,27.7,22.9,114.1,97.9,-0.1,2.6,2.5,425.0,2004,2,56,0,5.125,0.3933333333333333,0.3959731543624161,0.0,0.7301587301471404,4.5625,1.53125,0.9375,3.03125
1346,Darius Miller,FR,2008-09,G,Kentucky,SEC,36.0,764.0,66,161,48,107,18,54,41,51,30.0,81.0,111,72,27,22,64.0,92.0,191,21.2,4.1,2.9,7.4,0.516,0.466,6.0,14.8,8.4,16.8,1.9,2.2,25.7,16.1,114.1,97.9,0.6,1.0,1.6,425.0,2012,2,46,0,5.305555555555555,0.40993788819875776,0.4485981308411215,0.33333333332716053,0.8039215686116878,3.0833333333333335,2.0,0.75,0.6111111111111112
512,Jeffery Taylor,JR,2010-11,F,Vanderbilt,SEC,34.0,1078.0,171,381,132,268,39,113,120,167,57.0,131.0,188,80,35,19,87.0,83.0,501,19.8,3.9,2.3,6.2,0.544,0.5,6.5,12.8,9.9,16.2,1.9,1.7,15.9,25.9,108.2,100.1,2.5,1.5,4.0,493.0,2012,2,31,0,14.735294117647058,0.44881889763779526,0.4925373134328358,0.34513274335977756,0.7185628742471942,5.529411764705882,2.3529411764705883,1.0294117647058822,0.5588235294117647
1243,Willie Cauley-Stein,SO,2013-14,F,Kentucky,SEC,37.0,880.0,106,178,106,178,0,0,40,83,94.0,131.0,225,25,44,106,31.0,98.0,252,23.6,4.1,10.8,14.9,0.58,0.596,12.6,16.3,14.5,5.7,3.0,12.3,12.5,14.1,122.8,91.5,1.9,2.2,4.1,260.0,2015,1,6,0,6.8108108108108105,0.5955056179775281,0.5955056179775281,0.0,0.48192771083756714,6.081081081081081,0.6756756756756757,1.1891891891891893,2.864864864864865
781,Terance Mann,JR,2017-18,G,Florida State,ACC,34.0,993.0,171,301,158,249,13,52,74,113,65.0,120.0,185,87,31,9,60.0,57.0,429,20.5,5.2,2.6,7.8,0.605,0.59,7.5,13.1,10.4,16.6,1.7,1.0,14.5,20.1,120.0,103.0,2.7,1.4,4.1,431.0,2019,2,48,0,12.617647058823529,0.5681063122923588,0.6345381526104418,0.24999999999519232,0.6548672566313728,5.4411764705882355,2.5588235294117645,0.9117647058823529,0.2647058823529412
1434,Landry Fields,FR,2006-07,G,Stanford,Pac-10,30.0,420.0,45,124,25,58,20,66,15,23,24.0,50.0,74,22,7,4,24.0,29.0,125,21.2,4.1,2.9,7.4,0.463,0.444,6.0,14.8,10.1,10.3,1.9,0.7,15.1,19.2,114.1,97.9,0.0,0.5,0.5,425.0,2010,2,39,0,4.166666666666667,0.3629032258064516,0.43103448275862066,0.30303030302571166,0.6521739130151228,2.466666666666667,0.7333333333333333,0.23333333333333334,0.13333333333333333
345,Tony Allen,SR,2003-04,G,Oklahoma State,Big 12,35.0,1107.0,204,405,182,331,22,74,131,194,63.0,130.0,193,109,72,30,98.0,105.0,561,21.2,4.1,2.9,7.4,0.564,0.531,6.0,14.8,11.0,12.7,1.9,1.8,16.5,22.9,114.1,97.9,2.9,3.4,6.3,425.0,2004,1,25,0,16.02857142857143,0.5037037037037037,0.5498489425981873,0.29729729729327975,0.6752577319552822,5.514285714285714,3.1142857142857143,2.057142857142857,0.8571428571428571
1229,Joel Bolomboy,FR,2012-13,F,Weber State,Big Sky,37.0,802.0,85,147,85,147,0,0,89,128,89.0,173.0,262,16,14,62,58.0,84.0,259,21.4,-0.6,3.7,3.1,0.623,0.578,15.3,25.5,20.8,3.6,1.1,7.4,21.8,17.8,115.7,88.1,2.0,2.0,4.0,282.0,2016,2,52,0,7.0,0.5782312925170068,0.5782312925170068,0.0,0.6953124999945679,7.081081081081081,0.43243243243243246,0.3783783783783784,1.6756756756756757
1322,Sasha Kaun,JR,2006-07,C,Kansas,Big 12,35.0,609.0,88,166,88,166,0,0,31,62,55.0,78.0,133,17,12,48,30.0,85.0,207,21.2,4.1,2.9,7.4,0.53,0.53,6.0,14.8,12.1,4.8,1.9,5.7,13.3,18.0,114.1,97.9,0.6,2.3,2.9,425.0,2008,2,56,0,5.914285714285715,0.5301204819277109,0.5301204819277109,0.0,0.4999999999919355,3.8,0.4857142857142857,0.34285714285714286,1.3714285714285714
22,Troy Bell,SR,2002-03,G,Boston College,Big East,31.0,1198.0,224,508,118,244,106,264,227,268,48.0,94.0,142,115,70,6,79.0,66.0,781,21.2,4.1,2.9,7.4,0.615,0.545,6.0,14.8,11.0,12.7,1.9,1.8,11.1,22.9,114.1,97.9,4.9,1.3,6.2,425.0,2003,1,16,0,25.193548387096776,0.4409448818897638,0.48360655737704916,0.40151515151363065,0.8470149253699738,4.580645161290323,3.7096774193548385,2.2580645161290325,0.1935483870967742
636,James Jones,SR,2002-03,F,Miami (FL),Big East,28.0,957.0,157,351,117,251,40,100,118,142,52.0,117.0,169,49,44,50,69.0,76.0,472,21.2,4.1,2.9,7.4,0.564,0.504,6.0,14.8,10.2,11.7,1.9,3.9,14.2,24.9,114.1,97.9,2.4,2.3,4.6,425.0,2003,2,49,0,16.857142857142858,0.4472934472934473,0.46613545816733065,0.399999999996,0.8309859154871058,6.035714285714286,1.75,1.5714285714285714,1.7857142857142858
459,Keith Benson,SO,2008-09,C,Oakland,Summit,36.0,999.0,191,307,191,306,0,1,134,201,92.0,188.0,280,25,20,87,38.0,116.0,516,21.2,4.1,2.9,7.4,0.6409999999999999,0.622,6.0,14.8,16.9,5.4,1.9,7.0,8.6,22.9,114.1,97.9,3.9,1.8,5.7,425.0,2011,2,48,0,14.333333333333334,0.6221498371335505,0.6241830065359477,0.0,0.66666666666335,7.777777777777778,0.6944444444444444,0.5555555555555556,2.4166666666666665
1499,Sviatoslav Mykhailiuk,FR,2014-15,G,Kansas,Big 12,26.0,291.0,26,85,11,33,15,52,5,6,8.0,23.0,31,17,8,1,15.0,17.0,72,7.2,0.5,1.0,1.5,0.41,0.394,3.3,8.3,5.9,11.4,1.6,0.4,14.6,18.0,88.7,102.8,0.0,0.4,0.3,72.0,2018,2,47,0,2.769230769230769,0.3058823529411765,0.3333333333333333,0.28846153845599115,0.8333333331944445,1.1923076923076923,0.6538461538461539,0.3076923076923077,0.038461538461538464
1168,Hassan Adams,FR,2002-03,G,Arizona,Pac-10,32.0,572.0,118,241,111,207,7,34,48,61,54.0,56.0,110,18,42,8,42.0,48.0,291,21.2,4.1,2.9,7.4,0.539,0.504,6.0,14.8,9.8,5.8,1.9,0.9,13.5,24.1,114.1,97.9,1.0,1.6,2.6,425.0,2006,2,54,0,9.09375,0.4896265560165975,0.5362318840579711,0.20588235293512114,0.7868852458887396,3.4375,0.5625,1.3125,0.25
1356,Quincy Acy,FR,2008-09,F,Baylor,Big 12,34.0,558.0,72,110,72,110,0,0,41,72,49.0,75.0,124,9,21,34,33.0,75.0,185,21.2,4.1,2.9,7.4,0.6409999999999999,0.655,6.0,14.8,11.0,12.7,1.9,1.8,18.6,22.9,114.1,97.9,1.4,1.1,2.5,425.0,2012,2,37,0,5.4411764705882355,0.6545454545454545,0.6545454545454545,0.0,0.5694444444365354,3.6470588235294117,0.2647058823529412,0.6176470588235294,1.0
1282,Renaldo Balkman,FR,2003-04,F,South Carolina,SEC,33.0,600.0,91,163,85,139,6,24,41,79,78.0,73.0,151,46,33,43,61.0,73.0,229,21.2,4.1,2.9,7.4,0.5710000000000001,0.5770000000000001,6.0,14.8,13.9,16.5,1.9,5.2,23.3,22.0,114.1,97.9,1.3,2.6,3.9,425.0,2006,1,20,0,6.9393939393939394,0.558282208588957,0.6115107913669064,0.24999999998958333,0.5189873417655824,4.575757575757576,1.393939393939394,1.0,1.303030303030303
1376,Miles Plumlee,JR,2010-11,F,Duke,ACC,37.0,617.0,72,138,72,138,0,0,32,54,71.0,106.0,177,14,20,17,33.0,88.0,176,15.7,1.4,4.2,5.6,0.5379999999999999,0.522,13.4,17.8,15.7,3.9,1.8,2.4,16.8,15.5,110.9,90.8,1.0,1.4,2.5,192.0,2012,1,26,0,4.756756756756757,0.5217391304347826,0.5217391304347826,0.0,0.5925925925816187,4.783783783783784,0.3783783783783784,0.5405405405405406,0.4594594594594595
224,Keith Benson,JR,2009-10,C,Oakland,Summit,35.0,1095.0,208,390,206,385,2,5,189,261,111.0,256.0,367,28,15,117,58.0,104.0,607,30.1,4.1,2.9,7.4,0.59,0.536,11.2,26.2,18.6,5.5,0.8,9.9,10.1,24.8,124.1,95.8,4.4,2.0,6.4,566.0,2011,2,48,0,17.34285714285714,0.5333333333333333,0.535064935064935,0.39999999992,0.7241379310317083,10.485714285714286,0.8,0.42857142857142855,3.342857142857143
